,名称,类别,申报单位,保护单位
3322,渔民开洋、谢洋节,新增项目,浙江省象山县,象山县石浦文化馆
3323,渔民开洋、谢洋节,新增项目,浙江省岱山县,岱山县文化馆（岱山县非物质文化遗产保护中心）
3324,渔民开洋、谢洋节,新增项目,山东省荣成市,山东院夼实业集团有限公司
3325,渔民开洋、谢洋节,新增项目,山东省日照市,日照市东港区北京路街道办事处
3326,渔民开洋、谢洋节,新增项目,山东省即墨市,青岛市即墨区田横岛省级旅游度假区周戈庄村经济合作社
3327,畲族三月三,新增项目,浙江省景宁畲族自治县,景宁畲族自治县文物和非遗保护中心
3328,宾阳炮龙节,新增项目,广西壮族自治区宾阳县,宾阳县文化馆
3329,苗族独木龙舟节,新增项目,贵州省台江县,台江县非物质文化遗产保护中心
3330,苗族跳花节,新增项目,贵州省安顺市,安顺市文化馆（安顺市文化艺术培训中心）
3331,苗族四月八姑娘节,新增项目,湖南省绥宁县,绥宁县文化馆
3332,苗族四月八,扩展项目,湖南省吉首市,吉首市非物质文化遗产保护中心
3333,德昂族浇花节,新增项目,云南省德宏傣族景颇族自治州,德宏州文化馆
3334,江孜达玛节,新增项目,西藏自治区江孜县,江孜县文化和旅游局
3335,塔塔尔族撒班节,新增项目,新疆维吾尔自治区塔城地区,伊犁哈萨克自治州塔城地区非物质文化遗产保护研究中心
3336,塔塔尔族撒班节,扩展项目,新疆维吾尔自治区奇台县,奇台县文化馆（奇台县古城艺术团、奇台县美术馆）
3337,灯会（苇子灯阵）,新增项目,河北省邯郸市,邯郸市峰峰矿区文化馆
3338,灯会（胜芳灯会）,新增项目,河北省霸州市,霸州市文化馆
3339,灯会（河曲河灯会）,新增项目,山西省河曲县,河曲县宣传事务中心
3340,灯会（肥东洋蛇灯）,新增项目,安徽省肥东县,肥东县文化馆
3341,灯会（南安英都拔拔灯）,新增项目,福建省南安市,南安市文化馆
3342,灯会（石城灯会）,新增项目,江西省石城县,江西省石城县文化馆
3343,灯会（渔灯节）,新增项目,山东省烟台市,烟台经济技术开发区文化馆
3344,灯会（泮村灯会）,新增项目,广东省开平市,开平市文化馆
3345,灯会（自贡灯会）,新增项目,四川省自贡市,中国彩灯博物馆（自贡彩灯公园管理处）
3346,灯会（潜江灯会）,扩展项目,湖北省潜江市,潜江市非物质文化遗产保护中心
3347,羌年,新增项目,四川省茂县,茂县文化馆
3348,羌年,新增项目,四川省汶川县,汶川县文化馆
3349,羌年,新增项目,四川省理县,理县文化馆
3350,羌年,新增项目,四川省北川羌族自治县,北川羌族自治县文化馆
3351,苗年,新增项目,贵州省丹寨县,丹寨县非物质文化遗产保护中心
3352,苗年,新增项目,贵州省雷山县,雷山县非物质文化遗产保护中心
3353,庙会（妙峰山庙会）,新增项目,北京市门头沟区,北京市门头沟区妙峰山花会协会
3354,庙会（东岳庙庙会）,新增项目,北京市朝阳区,北京民俗博物馆（北京市朝阳区东岳庙管理处）
3355,庙会（晋祠庙会）,新增项目,山西省太原市晋源区,太原市晋源区晋祠镇晋祠一社区股份经济合作社
3356,庙会（上海龙华庙会）,新增项目,上海市徐汇区,上海市徐汇区人民政府龙华街道办事处
3357,庙会（赶茶场）,新增项目,浙江省磐安县,磐安县非物质文化遗产保护中心
3358,庙会（泰山东岳庙会）,新增项目,山东省泰安市,泰安市旅游协会
3359,庙会（武当山庙会）,新增项目,湖北省十堰市,武当山旅游经济特区文化馆
3360,庙会（火宫殿庙会）,新增项目,湖南省长沙市,长沙饮食集团长沙火宫殿有限公司
3361,庙会（佛山祖庙庙会）,新增项目,广东省佛山市,佛山市祖庙博物馆
3362,庙会（药王山庙会）,新增项目,陕西省铜川市,药王山管理局
3363,庙会（北山庙会）,扩展项目,吉林省吉林市,吉林市艺术研究所(吉林市非物质文化遗产保护研究中心)
3364,庙会（张山寨七七会）,扩展项目,浙江省缙云县,缙云县非物质文化遗产保护中心
3365,庙会（方岩庙会）,扩展项目,浙江省永康市,永康市方岩风景区投资经营有限公司
3366,庙会（九华山庙会）,扩展项目,安徽省池州市九华山风景区,安徽省九华山文化馆
3367,庙会（西山万寿宫庙会）,扩展项目,江西省新建县,南昌市新建区民俗文化协会
3368,庙会（汉阳归元庙会）,扩展项目,湖北省武汉市汉阳区,武汉市汉阳区文化馆
3369,庙会（当阳关陵庙会）,扩展项目,湖北省当阳市,当阳市文化馆
3370,庙会（蒲县朝山会）,扩展项目,山西省蒲县,蒲县人民文化馆
3371,庙会（泰伯庙会） ,扩展项目,江苏省无锡市,无锡市新吴区泰伯庙文物保护所
3372,庙会（苏州轧神仙庙会）,扩展项目,江苏省苏州市姑苏区,苏州市姑苏区文化馆
3373,庙会（金村庙会）,扩展项目,江苏省张家港市,张家港市塘桥镇文化体育服务中心（塘桥镇党校）
3374,庙会（浚县正月古庙会） ,扩展项目,河南省浚县,浚县人民文化馆
3375,庙会（宝顶架香庙会） ,扩展项目,重庆市大足区,重庆市大足区美术馆（重庆市大足区非物质文化遗产保护中心）
3376,庙会（丰都庙会）,扩展项目,重庆市丰都县,丰都县文化馆
3377,庙会（丫髻山庙会）,扩展项目,北京市平谷区,北京丫髻山道教文化名胜区管理委员会
3378,庙会（天成观庙会）,扩展项目,辽宁省朝阳市,喀喇沁左翼蒙古族自治县文化馆
3379,庙会（圣堂庙会）,扩展项目,江苏省苏州市相城区,苏州市阳澄湖生态休闲旅游度假区综合服务中心（招商服务中心）
3380,庙会（绍兴舜王庙会）,扩展项目,浙江省绍兴市,绍兴市虞舜文化研究会
3381,庙会（商丘火神台庙会）,扩展项目,河南省商丘市睢阳区,商丘市睢阳区文化馆
3382,庙会（南岳庙会）,扩展项目,湖南省衡阳市南岳区,南岳区文化艺术馆
3383,庙会（茶园游会）,扩展项目,广东省东莞市,东莞市茶山镇文化服务中心（东莞市茶山镇体育管理服务中心）
3384,庙会（贵德六月庙会）,扩展项目,青海省海南藏族自治州贵德县,贵德县人民文化馆
3385,民间信俗（千童信子节）,新增项目,河北省盐山县,盐山县文化馆
3386,民间信俗（关公信俗）,新增项目,山西省运城市,运城市解州关帝庙文物保护所（关公文化研究院）
3387,民间信俗（关公信俗）,新增项目,河南省洛阳市,洛阳关林管理处
3388,民间信俗（石浦-富岗如意信俗）,新增项目,浙江省象山县,象山县石浦文化馆
3389,民间信俗（汤和信俗）,新增项目,浙江省温州市龙湾区,温州市龙湾区海滨街道宁村村民委员会
3390,民间信俗（保生大帝信俗）,新增项目,福建省厦门市海沧区,厦门市海沧区青礁保生慈济文化促进会
3391,民间信俗（保生大帝信俗）,新增项目,福建省龙海市,漳州台商投资区社会事务综合服务中心
3392,民间信俗（陈靖姑信俗）,新增项目,福建省古田县,古田县临水宫管委会
3393,民间信俗（陈靖姑信俗）,新增项目,福建省福州市仓山区,福州市仓山区文化馆
3394,民间信俗（西王母信俗）,新增项目,甘肃省泾川县,泾川县文化馆
3395,民间信俗（梅日更召信俗）,扩展项目,内蒙古自治区包头市九原区,包头市九原区文化馆
3396,民间信俗（锡伯族喜利妈妈信俗）,扩展项目,辽宁省沈阳市,沈阳市沈北新区文化旅游体育事业发展中心（沈阳市沈北新区老干部服务中心）
3397,民间信俗（闽台送王船）,扩展项目,福建省厦门市,厦门市闽南文化研究会
3398,民间信俗（清水祖师信俗）,扩展项目,福建省安溪县,福建省安溪清水岩风景旅游区管理有限公司
3399,民间信俗（嫘祖信俗）,扩展项目,湖北省远安县,远安县文化馆
3400,民间信俗（波罗诞）,扩展项目,广东省广州市黄埔区,广州海事博物馆（挂广州市黄埔区博物馆、广州市黄埔区文化遗产保护中心牌子）
3401,民间信俗（悦城龙母诞）,扩展项目,广东省德庆县,德庆县文化馆
3402,民间信俗（长洲太平清醮）,扩展项目,香港特别行政区,香港长洲太平清蘸值理会
3403,民间信俗（鱼行醉龙节）,扩展项目,澳门特别行政区,澳门鲜鱼行总会
3404,民间信俗（孝子祭）,扩展项目,浙江省富阳市,杭州市富阳区周雄孝文化研究会
3405,民间信俗（潮神祭祀）,扩展项目,浙江省海宁市,海宁市文化馆（海宁市非物质文化遗产保护中心）
3406,民间信俗（三平祖师信俗）,扩展项目,福建省平和县,平和县三平风景区管理委员会
3407,民间信俗（东镇沂山祭仪）,扩展项目,山东省临朐县,临朐县文化艺术中心
3408,民间信俗（贵屿双忠信俗）,扩展项目,广东省汕头市潮阳区,汕头市潮阳区贵屿镇街路棚理事会
3409,民间信俗（冼夫人信俗）,扩展项目,广东省茂名市,茂名市文化馆
3410,民间信俗（冼夫人信俗）,扩展项目,海南省海口市,海口市群众艺术馆（海口市非物质文化遗产保护中心）
3411,民间信俗（冼夫人信俗）,扩展项目,海南省定安县,定安县文化发展中心
3412,民间信俗（冼夫人信俗）,扩展项目,海南省澄迈县,澄迈县文化馆
3413,民间信俗（钦州跳岭头）,扩展项目,广西壮族自治区钦州市,钦州市非物质文化遗产传承保护中心
3414,民间信俗（康定转山会）,扩展项目,四川省康定县,四川省康定市文化馆（四川省康定市文物管理所）
3415,民间信俗（梅里神山祭祀）,扩展项目,云南省德钦县,德钦县非物质文化遗产保护中心
3416,民间信俗（女子太阳山祭祀）,扩展项目,云南省西畴县,西畴县非物质文化遗产保护中心
3417,民间信俗（屯堡抬亭子）,扩展项目,贵州省安顺市西秀区,安顺市西秀区文化馆
3418,民间信俗（迎城隍）,扩展项目,陕西省西安市,西安市群众艺术馆（西安市非物质文化遗产保护中心）
3419,民间信俗（岷县青苗会）,扩展项目,甘肃省岷县,岷县文化馆
3420,民间信俗（同心莲花山青苗水会）,扩展项目,宁夏回族自治区同心县,同心县文化馆
3421,民间信俗（黄大仙信俗）,扩展项目,香港特别行政区,啬色园
3422,民间信俗（澳门哪吒信俗）,扩展项目,澳门特别行政区,澳门柿山哪咤古庙值理会，澳门大三巴哪咤庙值理会
3423,民间信俗（巴音居日合乌拉祭）,扩展项目,内蒙古自治区兴安盟科尔沁右翼前旗,札萨克图巴音居日合乌拉祭祀文化协会
3424,民间信俗（六十棵榆树祭）,扩展项目,内蒙古自治区鄂尔多斯市鄂托克前旗,鄂托克前旗文化馆
3425,民间信俗（小白龙信俗）,扩展项目,上海市金山区,上海市金山区吕巷镇社区党群服务中心（上海市金山区吕巷镇文化体育服务中心）
3426,民间信俗（延平郡王信俗）,扩展项目,福建省厦门市思明区,厦门市思明区文化馆（厦门市思明区文物保护中心）
3427,民间信俗（澳门土地信俗）,扩展项目,澳门特别行政区,澳门雀仔园福德祠土地庙值理会
3428,青海湖祭海,新增项目,青海省海北藏族自治州,海北藏族自治州文化馆（海北藏族自治州非物质文化遗产传承保护中心）
3429,抬阁（芯子、铁枝、飘色）（葛渔城重阁会）,新增项目,河北省廊坊市,安次区文化馆
3430,抬阁（芯子、铁枝、飘色）（宽城背杆）,新增项目,河北省宽城满族自治县,宽城满族自治县文化馆
3431,抬阁（芯子、铁枝、飘色）（隆尧县泽畔抬阁）,新增项目,河北省隆尧县,隆尧县文化馆
3432,抬阁（芯子、铁枝、飘色）（清徐徐沟背铁棍）,新增项目,山西省清徐县,清徐县文化旅游事业发展中心（清徐县文物保护中心、清徐县文化馆）
3433,抬阁（芯子、铁枝、飘色）（万荣抬阁）,新增项目,山西省万荣县,万荣县文化馆
3434,抬阁（芯子、铁枝、飘色）（峨口挠阁）,新增项目,山西省代县,代县文化艺术馆
3435,抬阁（芯子、铁枝、飘色）（脑阁）,新增项目,内蒙古自治区土默特左旗,土默特左旗文化图书馆
3436,抬阁（芯子、铁枝、飘色）（金坛抬阁）,新增项目,江苏省金坛市,常州市金坛区文化馆
3437,抬阁（芯子、铁枝、飘色）（浦江迎会）,新增项目,浙江省浦江县,浦江县非物质文化遗产保护中心
3438,抬阁（芯子、铁枝、飘色）（肘阁抬阁）,新增项目,安徽省寿县,寿县文化馆
3439,抬阁（芯子、铁枝、飘色）（肘阁抬阁）,新增项目,安徽省临泉县,临泉县文化馆
3440,抬阁（芯子、铁枝、飘色）（大坝高装）,新增项目,四川省兴文县,兴文县文化馆
3441,抬阁（芯子、铁枝、飘色）（青林口高抬戏）,新增项目,四川省江油市,江油市文化馆
